OTUid,superkingdom,kingdom,phylum,class,order,family,genus,species
OTU231,Bacteria,,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides intestinalis
OTU232,Bacteria,,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola salanitronis
OTU233,Bacteria,,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron
OTU234,Bacteria,,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus
OTU235,Bacteria,,Bacteroidota,Bacteroidia,Bacteroidales,,Candidatus Azobacteroides,Candidatus Azobacteroides pseudotrichonymphae
OTU236,Bacteria,,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter splanchnicus
OTU237,Bacteria,,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,Paludibacter propionicigenes
OTU238,Bacteria,,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,
OTU239,Bacteria,,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis
OTU240,Bacteria,,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas asaccharolytica
OTU241,Bacteria,,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas endodontalis
OTU242,Bacteria,,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis
OTU243,Bacteria,,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas uenonis
OTU244,Bacteria,,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella forsythia
OTU245,Bacteria,,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella denticola
OTU246,Bacteria,,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella intermedia
OTU247,Bacteria,,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella melaninogenica
OTU248,Bacteria,,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella ruminicola
OTU249,Bacteria,,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes finegoldii
OTU250,Bacteria,,Bacteroidota,Cytophagia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus,Candidatus Amoebophilus asiaticus
OTU251,Bacteria,,Bacteroidota,Cytophagia,Cytophagales,Amoebophilaceae,Candidatus Cardinium,Cardinium endosymbiont of Encarsia pergandiella
OTU252,Bacteria,,Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Belliella,Belliella baltica
OTU253,Bacteria,,Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Cyclobacterium,Cyclobacterium marinum
OTU254,Bacteria,,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,Cytophaga hutchinsonii
OTU255,Bacteria,,Bacteroidota,Cytophagia,Cytophagales,Spirosomaceae,Dyadobacter,Dyadobacter fermentans
OTU256,Bacteria,,Bacteroidota,Cytophagia,Cytophagales,Spirosomaceae,Emticicia,Emticicia oligotrophica
OTU257,Bacteria,,Bacteroidota,Cytophagia,Cytophagales,Bernardetiaceae,Bernardetia,Bernardetia litoralis
OTU258,Bacteria,,Bacteroidota,Cytophagia,Cytophagales,Spirosomaceae,Leadbetterella,Leadbetterella byssophila
OTU259,Bacteria,,Bacteroidota,Cytophagia,Cytophagales,Microscillaceae,Microscilla,Microscilla marina
OTU260,Bacteria,,Bacteroidota,Cytophagia,Cytophagales,Spirosomaceae,Runella,Runella slithyformis
OTU261,Bacteria,,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma linguale
OTU262,Bacteria,,Bacteroidota,Cytophagia,Cytophagales,Marivirgaceae,Marivirga,Marivirga tractuosa
OTU263,Bacteria,,Bacteroidota,Flavobacteriia,,,,
OTU264,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,,,
OTU265,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium,
OTU266,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium,Blattabacterium punctulatus
OTU267,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium,Blattabacterium sp. (Blattella germanica)
OTU268,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium,Blattabacterium sp. (Mastotermes darwiniensis)
OTU269,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium,Blattabacterium sp. (Periplaneta americana)
OTU270,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,,Candidatus Sulcia,Candidatus Sulcia muelleri
OTU271,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Fluviicola,Fluviicola taffensis
OTU272,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Schleiferiaceae,Owenweeksia,Owenweeksia hongkongensis
OTU273,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,
OTU274,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Aequorivita sublithincola
OTU275,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga canimorsus
OTU276,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga gingivalis
OTU277,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga ochracea
OTU278,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga sputigena
OTU279,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga algicola
OTU280,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga lytica
OTU281,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Croceibacter,Croceibacter atlanticus
OTU282,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium branchiophilum
OTU283,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium columnare
OTU284,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium indicum
OTU285,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium johnsoniae
OTU286,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella,Gramella forsetii
OTU287,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,
OTU288,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,
OTU289,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,
OTU290,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda ruestringensis
OTU291,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Ornithobacterium,Ornithobacterium rhinotracheale
OTU292,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,Psychroflexus torquis
OTU293,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer
OTU294,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Robiginitalea,Robiginitalea biformata
OTU295,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Weeksella,Weeksella virosa
OTU296,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zobellia,Zobellia galactanivorans
OTU297,Bacteria,,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zunongwangia,Zunongwangia profunda
OTU298,Bacteria,,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,Chitinophaga pinensis
OTU299,Bacteria,,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Niastella,Niastella koreensis
OTU300,Bacteria,,Bacteroidota,Saprospiria,Saprospirales,Haliscomenobacteraceae,Haliscomenobacter,Haliscomenobacter hydrossis
OTU301,Bacteria,,Bacteroidota,Saprospiria,Saprospirales,Saprospiraceae,Saprospira,Saprospira grandis
OTU302,Bacteria,,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,
OTU303,Bacteria,,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter heparinus
OTU304,Bacteria,,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pseudopedobacter,Pseudopedobacter saltans
OTU305,Bacteria,,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,Solitalea canadensis
OTU306,Bacteria,,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,
OTU307,Bacteria,,Caldiserica,Caldisericia,Caldisericales,Caldisericaceae,Caldisericum,Caldisericum exile
OTU308,Bacteria,,candidate division NC10,,,,Candidatus Methylomirabilis,
OTU309,Bacteria,,Candidatus Saccharibacteria,,,,,
OTU310,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia pecorum
OTU311,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia pneumoniae
OTU313,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis
OTU314,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia abortus
OTU316,Bacteria,,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia felis
OTU317,Bacteria,,Chlamydiae,Chlamydiia,Parachlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,Candidatus Protochlamydia amoebophila
OTU318,Bacteria,,Chlamydiae,Chlamydiia,Parachlamydiales,Parachlamydiaceae,Parachlamydia,Parachlamydia acanthamoebae
OTU319,Bacteria,,Chlamydiae,Chlamydiia,Parachlamydiales,Simkaniaceae,Simkania,Simkania negevensis
OTU320,Bacteria,,Chlamydiae,Chlamydiia,Parachlamydiales,Waddliaceae,Waddlia,Waddlia chondrophila
OTU321,Bacteria,,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobaculum,Chlorobaculum parvum
OTU322,Bacteria,,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobaculum,Chlorobaculum tepidum
OTU323,Bacteria,,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium chlorochromatii
OTU324,Bacteria,,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium ferrooxidans
OTU325,Bacteria,,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium limicola
OTU326,Bacteria,,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium phaeobacteroides
OTU327,Bacteria,,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium phaeovibrioides
OTU328,Bacteria,,Chlorobi,Chlorobia,Chlorobiales,Chloroherpetonaceae,Chloroherpeton,Chloroherpeton thalassium
OTU329,Bacteria,,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Pelodictyon,Pelodictyon luteolum
OTU330,Bacteria,,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Pelodictyon,Pelodictyon phaeoclathratiforme
OTU331,Bacteria,,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Prosthecochloris,Prosthecochloris aestuarii
OTU332,Bacteria,,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,Anaerolinea thermophila
OTU333,Bacteria,,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Caldilinea,Caldilinea aerophila
OTU334,Bacteria,,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Chloroflexus,
OTU335,Bacteria,,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Chloroflexus,Chloroflexus aggregans
OTU336,Bacteria,,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Chloroflexus,Chloroflexus aurantiacus
OTU337,Bacteria,,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Roseiflexus,
OTU338,Bacteria,,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Roseiflexus,Roseiflexus castenholzii
OTU339,Bacteria,,Chloroflexi,Chloroflexia,Herpetosiphonales,Herpetosiphonaceae,Herpetosiphon,Herpetosiphon aurantiacus
OTU340,Bacteria,,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides,Dehalococcoides mccartyi
OTU341,Bacteria,,Chloroflexi,Dehalococcoidia,,,Dehalogenimonas,Dehalogenimonas lykanthroporepellens
OTU342,Bacteria,,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Sphaerobacter,Sphaerobacter thermophilus
OTU343,Bacteria,,Chloroflexi,Thermomicrobia,Thermomicrobiales,Thermomicrobiaceae,Thermomicrobium,Thermomicrobium roseum
OTU344,Bacteria,,Chrysiogenetes,Chrysiogenetes,Chrysiogenales,Chrysiogenaceae,Desulfurispirillum,Desulfurispirillum indicum
OTU345,Bacteria,,Cyanobacteria,,Synechococcales,Acaryochloridaceae,Acaryochloris,Acaryochloris marina
OTU346,Bacteria,,Cyanobacteria,,Chroococcales,Aphanothecaceae,Crocosphaera,Crocosphaera watsonii
OTU347,Bacteria,,Cyanobacteria,,Synechococcales,Prochlorococcaceae,Cyanobium,
OTU348,Bacteria,,Cyanobacteria,,Synechococcales,Prochlorococcaceae,Cyanobium,Cyanobium gracile
OTU349,Bacteria,,Cyanobacteria,,Oscillatoriales,Cyanothecaceae,Cyanothece,
OTU350,Bacteria,,Cyanobacteria,,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa
OTU351,Bacteria,,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,
OTU352,Bacteria,,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus elongatus
OTU353,Bacteria,,Cyanobacteria,,Synechococcales,Merismopediaceae,Synechocystis,
OTU354,Bacteria,,Cyanobacteria,,Pseudanabaenales,Thermosynechococcaceae,Thermosynechococcus,Thermosynechococcus vestitus
OTU355,Bacteria,,Cyanobacteria,Gloeobacteria,Gloeobacterales,Gloeobacteraceae,Gloeobacter,Gloeobacter violaceus
OTU356,Bacteria,,Cyanobacteria,,Nostocales,Nostocaceae,Anabaena,
OTU357,Bacteria,,Cyanobacteria,,Nostocales,Nostocaceae,Trichormus,Trichormus variabilis
OTU358,Bacteria,,Cyanobacteria,,Nostocales,Aphanizomenonaceae,Nodularia,Nodularia spumigena
OTU359,Bacteria,,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,
OTU360,Bacteria,,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc punctiforme
OTU361,Bacteria,,Cyanobacteria,,Nostocales,Calotrichaceae,Calothrix,
OTU362,Bacteria,,Cyanobacteria,,Nostocales,Rivulariaceae,,
OTU363,Bacteria,,Cyanobacteria,,Oscillatoriales,Sirenicapillariaceae,Limnospira,Limnospira maxima
OTU364,Bacteria,,Cyanobacteria,,Oscillatoriales,Coleofasciculaceae,Coleofasciculus,Coleofasciculus chthonoplastes
OTU365,Bacteria,,Cyanobacteria,,Oscillatoriales,Coleofasciculaceae,Geitlerinema,
OTU366,Bacteria,,Cyanobacteria,,Pseudanabaenales,Leptolyngbyaceae,Leptolyngbya,
OTU367,Bacteria,,Cyanobacteria,,Pseudanabaenales,Leptolyngbyaceae,Leptolyngbya,Leptolyngbya valderiana
OTU368,Bacteria,,Cyanobacteria,,Oscillatoriales,Oscillatoriaceae,Lyngbya,
OTU369,Bacteria,,Cyanobacteria,,Oscillatoriales,Oscillatoriaceae,Oscillatoria,Oscillatoria acuminata
OTU370,Bacteria,,Cyanobacteria,,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,
OTU371,Bacteria,,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Trichodesmium,Trichodesmium erythraeum
OTU372,Bacteria,,Cyanobacteria,,Chroococcidiopsidales,Chroococcidiopsidaceae,Chroococcidiopsis,Chroococcidiopsis thermalis
OTU373,Bacteria,,Cyanobacteria,,Pleurocapsales,Hyellaceae,Pleurocapsa,Pleurocapsa minor
OTU374,Bacteria,,Cyanobacteria,,Synechococcales,Prochlorococcaceae,Prochlorococcus,Prochlorococcus marinus
OTU375,Bacteria,,Deferribacteres,Deferribacteres,Deferribacterales,Calditerrivibrionaceae,Calditerrivibrio,Calditerrivibrio nitroreducens
OTU376,Bacteria,,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Deferribacter,Deferribacter desulfuricans
OTU377,Bacteria,,Deferribacteres,Deferribacteres,Deferribacterales,Geovibrionaceae,Denitrovibrio,Denitrovibrio acetiphilus
OTU378,Bacteria,,Deferribacteres,Deferribacteres,Deferribacterales,Flexistipitaceae,Flexistipes,Flexistipes sinusarabici
OTU379,Bacteria,,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus deserti
OTU380,Bacteria,,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus geothermalis
OTU381,Bacteria,,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus gobiensis
OTU382,Bacteria,,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus maricopensis
OTU383,Bacteria,,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus proteolyticus
OTU384,Bacteria,,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus radiodurans
OTU385,Bacteria,,Deinococcus-Thermus,Deinococci,Trueperales,Trueperaceae,Truepera,Truepera radiovictrix
OTU386,Bacteria,,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Marinithermus,Marinithermus hydrothermalis
OTU387,Bacteria,,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Meiothermus,Meiothermus ruber
OTU388,Bacteria,,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Meiothermus,Meiothermus silvanus
OTU389,Bacteria,,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Oceanithermus,Oceanithermus profundus
OTU390,Bacteria,,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,
OTU391,Bacteria,,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus aquaticus
OTU392,Bacteria,,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus oshimai
OTU393,Bacteria,,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus scotoductus
OTU394,Bacteria,,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus thermophilus
OTU395,Bacteria,,Dictyoglomi,Dictyoglomia,Dictyoglomales,Dictyoglomaceae,Dictyoglomus,Dictyoglomus thermophilum
OTU396,Bacteria,,Dictyoglomi,Dictyoglomia,Dictyoglomales,Dictyoglomaceae,Dictyoglomus,Dictyoglomus turgidum
OTU397,Bacteria,,Elusimicrobia,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,Elusimicrobium minutum
OTU399,Bacteria,,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus acidocaldarius
OTU400,Bacteria,,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Kyrpidia,Kyrpidia tusciae
OTU401,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Amphibacillus,Amphibacillus xylanus
OTU402,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,Anoxybacillus flavithermus
OTU403,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,
OTU404,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens
OTU405,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
OTU406,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus atrophaeus
OTU407,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Evansella,Evansella cellulosilytica
OTU408,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
OTU409,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Alkalihalobacillus,Alkalihalobacillus clausii
OTU410,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Weizmannia,Weizmannia coagulans
OTU411,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus coahuilensis
OTU412,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cytotoxicus
OTU413,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,
OTU414,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus licheniformis
OTU415,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,,
OTU416,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Alkalihalophilus,Alkalihalophilus pseudofirmus
OTU417,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus pumilus
OTU418,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salisediminibacterium,Salisediminibacterium selenitireducens
OTU419,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis
OTU420,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis
OTU421,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mycoides
OTU422,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,
OTU423,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus kaustophilus
OTU424,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus thermodenitrificans
OTU425,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Parageobacillus,Parageobacillus thermoglucosidasius
OTU426,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus thermoleovorans
OTU427,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halobacillus,Halobacillus halophilus
OTU428,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus sphaericus
OTU429,Bacteria,,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,Oceanobacillus iheyensis
OTU430,Bacteria,,Firmicutes,Bacilli,Bacillales,,Exiguobacterium,
OTU431,Bacteria,,Firmicutes,Bacilli,Bacillales,,Exiguobacterium,Exiguobacterium antarcticum
OTU432,Bacteria,,Firmicutes,Bacilli,Bacillales,,Exiguobacterium,Exiguobacterium sibiricum
OTU433,Bacteria,,Firmicutes,Bacilli,Bacillales,,Gemella,Gemella haemolysans
OTU434,Bacteria,,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria innocua
OTU435,Bacteria,,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria ivanovii
